_id,day,hour,hr_value,latitude,longitude,minute,month,o2_value,second,step_value,timestamp,year
5cb58fd3c4e5a668b7ec8c48,16,16,73,,,18,4,95,9,0,1555402689.0,2019
5cb58fddc4e5a668b7ec8c4e,16,16,73,,,18,4,95,19,0,1555402699.0,2019
5cb58fe7c4e5a668b7ec8c54,16,16,73,,,18,4,95,29,0,1555402709.0,2019
5cb58ff1c4e5a668b7ec8c5a,16,16,73,,,18,4,95,39,0,1555402719.0,2019
5cb58ffbc4e5a668b7ec8c60,16,16,76,,,18,4,96,49,0,1555402729.0,2019
5cb59005c4e5a668b7ec8c66,16,16,76,,,18,4,96,59,0,1555402739.0,2019
5cb598b6c4e5a668b7ec8fd4,16,16,,,,56,4,,5,,1555404965.0,2019
5cb598c0c4e5a668b7ec8fda,16,16,,,,56,4,,15,0,1555404975.0,2019
5cb598cbc4e5a668b7ec8fe0,16,16,87,,,56,4,98,25,0,1555404985.0,2019
5cb598d4c4e5a668b7ec8fe6,16,16,85,,,56,4,98,35,0,1555404995.0,2019
5cb598dec4e5a668b7ec8fec,16,16,70,,,56,4,97,45,0,1555405005.0,2019
5cb598e9c4e5a668b7ec8ff2,16,16,68,,,56,4,98,55,0,1555405015.0,2019
5cb59928c4e5a668b7ec900a,16,16,,,,57,4,,58,,1555405078.0,2019
5cb59932c4e5a668b7ec900e,16,16,81,,,58,4,99,8,0,1555405088.0,2019
5cb5993cc4e5a668b7ec9012,16,16,81,,,58,4,99,18,0,1555405098.0,2019
5cb59a3fc4e5a668b7ec9060,16,17,,,,2,4,,37,,1555405357.0,2019
5cb59a49c4e5a668b7ec9064,16,17,,,,2,4,,47,0,1555405367.0,2019
5cb59a64c4e5a668b7ec9072,16,17,,,,3,4,,14,,1555405394.0,2019
5cb59a6ec4e5a668b7ec9076,16,17,,,,3,4,,24,0,1555405404.0,2019
5cb59a78c4e5a668b7ec907c,16,17,,,,3,4,,34,0,1555405414.0,2019
5cb59a82c4e5a668b7ec9082,16,17,,,,3,4,,44,0,1555405424.0,2019
5cb59a8cc4e5a668b7ec9086,16,17,,,,3,4,,54,0,1555405434.0,2019
5cb59a96c4e5a668b7ec908e,16,17,,,,4,4,,4,0,1555405444.0,2019
5cb59aa0c4e5a668b7ec9094,16,17,,,,4,4,,14,0,1555405454.0,2019
5cb59aaac4e5a668b7ec9098,16,17,,,,4,4,,24,0,1555405464.0,2019
5cb59ab4c4e5a668b7ec909e,16,17,72,,,4,4,97,34,0,1555405474.0,2019
5cb59d6ec4e5a668b7ec91b0,16,17,0,,,16,4,0,12,0,1555406172.0,2019
5cb59f49c4e5a668b7ec9270,16,17,,,,24,4,,7,,1555406647.0,2019
5cb59f53c4e5a668b7ec9274,16,17,,,,24,4,,17,0,1555406657.0,2019
5cb59f5dc4e5a668b7ec9278,16,17,,,,24,4,,28,0,1555406668.0,2019
5cb59f70c4e5a668b7ec927e,16,17,,,,24,4,,46,,1555406686.0,2019
5cb59f7ac4e5a668b7ec9284,16,17,,,,24,4,,56,0,1555406696.0,2019
5cb59f84c4e5a668b7ec9288,16,17,,,,25,4,,6,0,1555406706.0,2019
5cb59f8fc4e5a668b7ec928c,16,17,,,,25,4,,16,0,1555406716.0,2019
5cb59f98c4e5a668b7ec9290,16,17,,,,25,4,,26,0,1555406726.0,2019
5cb59fdbc4e5a668b7ec9298,16,17,,,,26,4,,34,,1555406794.0,2019
5cb59fe5c4e5a668b7ec929a,16,17,76,,,26,4,97,44,0,1555406804.0,2019
5cb59fefc4e5a668b7ec929c,16,17,76,,,26,4,97,54,0,1555406814.0,2019
5cb59ffac4e5a668b7ec929e,16,17,76,,,27,4,97,4,0,1555406824.0,2019
5cb5a004c4e5a668b7ec92a0,16,17,76,,,27,4,97,14,0,1555406834.0,2019
5cb5a00dc4e5a668b7ec92a2,16,17,76,,,27,4,97,24,0,1555406844.0,2019
5cb5a018c4e5a668b7ec92a4,16,17,76,,,27,4,97,34,0,1555406854.0,2019
5cb5a022c4e5a668b7ec92a6,16,17,75,,,27,4,99,44,0,1555406864.0,2019
5cb5a02bc4e5a668b7ec92a8,16,17,75,,,27,4,98,54,0,1555406874.0,2019
5cb5a036c4e5a668b7ec92aa,16,17,67,,,28,4,99,4,0,1555406884.0,2019
5cb5a040c4e5a668b7ec92ac,16,17,71,,,28,4,98,14,0,1555406894.0,2019
5cb5be33c4e5a668b7ec997a,16,19,,,,36,4,,1,,1555414561.0,2019
5cb5c1cbc4e5a668b7ec9a0e,16,19,,,,51,4,,21,,1555415481.0,2019
5cb6e183c4e5a668b7ecc208,17,16,,,,22,4,,6,,1555489326.0,2019
5cb6e18dc4e5a668b7ecc20c,17,16,,,,22,4,,16,0,1555489336.0,2019
5cb6e197c4e5a668b7ecc212,17,16,,,,22,4,,26,0,1555489346.0,2019
5cb6e1a1c4e5a668b7ecc218,17,16,,,,22,4,,36,0,1555489356.0,2019
5cb6e1abc4e5a668b7ecc21e,17,16,,,,22,4,,46,0,1555489366.0,2019
5cb6e1b5c4e5a668b7ecc224,17,16,,,,22,4,,56,0,1555489376.0,2019
5cb6e1bfc4e5a668b7ecc228,17,16,,,,23,4,,6,0,1555489386.0,2019
5cb6e1c9c4e5a668b7ecc22c,17,16,,,,23,4,,16,0,1555489396.0,2019
5cb6e1d3c4e5a668b7ecc230,17,16,,,,23,4,,26,0,1555489406.0,2019
5cb6e1ddc4e5a668b7ecc234,17,16,,,,23,4,,36,0,1555489416.0,2019
5cb6e1e7c4e5a668b7ecc238,17,16,,,,23,4,,46,0,1555489426.0,2019
5cb6e1f1c4e5a668b7ecc23c,17,16,,,,23,4,,56,,1555489436.0,2019
5cb6e1fbc4e5a668b7ecc240,17,16,,,,24,4,,6,,1555489446.0,2019
5cb6e205c4e5a668b7ecc246,17,16,,,,24,4,,16,,1555489456.0,2019
5cb6e20fc4e5a668b7ecc24a,17,16,,,,24,4,,26,,1555489466.0,2019
5cb6e219c4e5a668b7ecc24e,17,16,,,,24,4,,36,,1555489476.0,2019
5cb6e223c4e5a668b7ecc252,17,16,,,,24,4,,46,,1555489486.0,2019
5cb812d3c4e5a668b7ed0f72,18,14,,,,1,4,,38,,1555567298.0,2019
5cb812dec4e5a668b7ed0f7a,18,14,,,,1,4,,48,,1555567308.0,2019
5cb812f2c4e5a668b7ed0f88,18,14,,,,2,4,,8,,1555567328.0,2019
5cb812fcc4e5a668b7ed0f90,18,14,,,,2,4,,18,0,1555567338.0,2019
5cb81306c4e5a668b7ed0f98,18,14,,,,2,4,,28,0,1555567348.0,2019
5cb81310c4e5a668b7ed0fa0,18,14,,,,2,4,,38,0,1555567358.0,2019
5cb8131ac4e5a668b7ed0fa8,18,14,,,,2,4,,48,0,1555567368.0,2019
5cb81324c4e5a668b7ed0fb0,18,14,68,,,2,4,96,58,0,1555567378.0,2019
5cb813a9c4e5a668b7ed1000,18,14,,,,5,4,,11,,1555567511.0,2019
5cb813b3c4e5a668b7ed1008,18,14,66,,,5,4,97,21,0,1555567521.0,2019
5cb813bdc4e5a668b7ed100e,18,14,66,,,5,4,97,31,0,1555567531.0,2019
5cb81660c4e5a668b7ed1172,18,14,,,,16,4,,46,,1555568206.0,2019
5cb8166ac4e5a668b7ed117a,18,14,,,,16,4,,56,0,1555568216.0,2019
5cb81674c4e5a668b7ed1180,18,14,,,,17,4,,6,0,1555568226.0,2019
5cb8167ec4e5a668b7ed1188,18,14,,,,17,4,,16,0,1555568236.0,2019
5cb81735c4e5a668b7ed11f0,18,14,,,,20,4,,18,,1555568418.0,2019
5cb8173fc4e5a668b7ed11f6,18,14,,,,20,4,,28,0,1555568428.0,2019
5cb81749c4e5a668b7ed11fe,18,14,,,,20,4,,38,0,1555568438.0,2019
5cb81753c4e5a668b7ed1206,18,14,,,,20,4,,48,0,1555568448.0,2019
5cb8175dc4e5a668b7ed120e,18,14,,,,20,4,,58,0,1555568458.0,2019
5cb81767c4e5a668b7ed1216,18,14,,,,21,4,,8,0,1555568468.0,2019
5cb81771c4e5a668b7ed121e,18,14,,,,21,4,,18,0,1555568478.0,2019
5cb8177bc4e5a668b7ed1224,18,14,,,,21,4,,28,0,1555568488.0,2019
5cb81785c4e5a668b7ed122c,18,14,68,,,21,4,97,38,0,1555568498.0,2019
5cb8178fc4e5a668b7ed1234,18,14,68,,,21,4,97,48,0,1555568508.0,2019
5cb81799c4e5a668b7ed123c,18,14,68,,,21,4,97,58,0,1555568518.0,2019
5cb817a3c4e5a668b7ed1242,18,14,68,,,22,4,97,8,0,1555568528.0,2019
5cb817bfc4e5a668b7ed1256,18,14,,,,22,4,,36,,1555568556.0,2019
5cb817c9c4e5a668b7ed125c,18,14,69,,,22,4,98,46,0,1555568566.0,2019
5cb817d3c4e5a668b7ed1264,18,14,69,,,22,4,98,56,0,1555568576.0,2019
5cb817ddc4e5a668b7ed126c,18,14,69,,,23,4,98,6,0,1555568586.0,2019
5cb817e7c4e5a668b7ed1274,18,14,69,,,23,4,98,16,0,1555568596.0,2019
5cb817f1c4e5a668b7ed127c,18,14,69,,,23,4,98,26,0,1555568606.0,2019
5cb817fbc4e5a668b7ed1282,18,14,69,,,23,4,98,36,0,1555568616.0,2019
5cb81805c4e5a668b7ed128a,18,14,69,,,23,4,98,46,0,1555568626.0,2019
5cb81814c4e5a668b7ed1292,18,14,,,,24,4,,1,,1555568641.0,2019
5cb8181ec4e5a668b7ed129a,18,14,,,,24,4,,11,,1555568651.0,2019
5cb81828c4e5a668b7ed12a2,18,14,,,,24,4,,21,0,1555568661.0,2019
5cb81832c4e5a668b7ed12aa,18,14,,,,24,4,,31,0,1555568671.0,2019
5cb8183cc4e5a668b7ed12b0,18,14,,,,24,4,,41,0,1555568681.0,2019
5cb81846c4e5a668b7ed12b8,18,14,,,,24,4,,51,0,1555568691.0,2019
5cb81850c4e5a668b7ed12c0,18,14,,,,25,4,,1,0,1555568701.0,2019
5cb8185ac4e5a668b7ed12c8,18,14,,,,25,4,,11,0,1555568711.0,2019
5cb81864c4e5a668b7ed12ce,18,14,,,,25,4,,21,0,1555568721.0,2019
5cb8186ec4e5a668b7ed12d8,18,14,73,,,25,4,98,31,0,1555568731.0,2019
5cb81878c4e5a668b7ed12de,18,14,73,,,25,4,98,41,0,1555568741.0,2019
5cb81882c4e5a668b7ed12e6,18,14,73,,,25,4,98,51,0,1555568751.0,2019
5cb8188cc4e5a668b7ed12ee,18,14,73,,,26,4,98,1,0,1555568761.0,2019
5cb81896c4e5a668b7ed12f4,18,14,73,,,26,4,98,11,0,1555568771.0,2019
5cb818a0c4e5a668b7ed12fc,18,14,73,,,26,4,98,21,0,1555568781.0,2019
5cb818aac4e5a668b7ed1304,18,14,68,,,26,4,97,31,0,1555568791.0,2019
5cb818b4c4e5a668b7ed130c,18,14,68,,,26,4,97,41,0,1555568801.0,2019
5cb818bec4e5a668b7ed1312,18,14,68,,,26,4,97,51,0,1555568811.0,2019
5cb818c8c4e5a668b7ed131a,18,14,68,,,27,4,97,1,0,1555568821.0,2019
5cb818e5c4e5a668b7ed132c,18,14,,,,27,4,,30,,1555568850.0,2019
5cb818f0c4e5a668b7ed1334,18,14,,,,27,4,,40,0,1555568860.0,2019
5cb81b68c4e5a668b7ed1496,18,14,,,,38,4,,13,,1555569493.0,2019
5cb81b72c4e5a668b7ed149c,18,14,,,,38,4,,23,,1555569503.0,2019
5cb81b80c4e5a668b7ed14a6,18,14,,,,38,4,,37,,1555569517.0,2019
5cb81b8ac4e5a668b7ed14ae,18,14,,,,38,4,,47,0,1555569527.0,2019
5cb81b94c4e5a668b7ed14b6,18,14,,,,38,4,,57,0,1555569537.0,2019
5cb81b9ec4e5a668b7ed14be,18,14,,,,39,4,,7,0,1555569547.0,2019
5cb81ba8c4e5a668b7ed14c4,18,14,,,,39,4,,17,0,1555569557.0,2019
5cb81bb2c4e5a668b7ed14cc,18,14,,,,39,4,,27,0,1555569567.0,2019
5cb81bbcc4e5a668b7ed14d4,18,14,85,,,39,4,97,37,0,1555569577.0,2019
5cb81bc6c4e5a668b7ed14dc,18,14,85,,,39,4,97,47,0,1555569587.0,2019
5cb81bd0c4e5a668b7ed14e2,18,14,85,,,39,4,97,57,0,1555569597.0,2019
5cb81bdac4e5a668b7ed14ea,18,14,85,,,40,4,97,7,0,1555569607.0,2019
5cb81be4c4e5a668b7ed14f2,18,14,85,,,40,4,97,17,0,1555569617.0,2019
5cb81beec4e5a668b7ed14fa,18,14,62,,,40,4,97,27,0,1555569627.0,2019
5cb81bf8c4e5a668b7ed1502,18,14,62,,,40,4,97,37,0,1555569637.0,2019
5cb81c02c4e5a668b7ed1508,18,14,62,,,40,4,97,47,0,1555569647.0,2019
5cb81c0cc4e5a668b7ed1510,18,14,62,,,40,4,97,57,0,1555569657.0,2019
5cb81c16c4e5a668b7ed1518,18,14,62,,,41,4,97,7,0,1555569667.0,2019
5cb81c20c4e5a668b7ed1520,18,14,62,,,41,4,97,17,0,1555569677.0,2019
5cb81c2ac4e5a668b7ed1526,18,14,62,,,41,4,97,27,0,1555569687.0,2019
5cb81c34c4e5a668b7ed152e,18,14,72,,,41,4,96,37,0,1555569697.0,2019
5cb81c3ec4e5a668b7ed1536,18,14,72,,,41,4,96,47,0,1555569707.0,2019
5cb81c49c4e5a668b7ed153e,18,14,72,,,41,4,96,57,0,1555569717.0,2019
5cb81c53c4e5a668b7ed1544,18,14,72,,,42,4,96,7,0,1555569727.0,2019
5cb81c5dc4e5a668b7ed154c,18,14,72,,,42,4,96,18,0,1555569738.0,2019
5cb81c67c4e5a668b7ed1554,18,14,60,,,42,4,97,28,0,1555569748.0,2019
