id,prediction,hr_value,step_value,timestamp
141,1,91.0,0.0,1553678948.0
142,1,91.0,0.0,1553678960.0
143,1,91.0,0.0,1553678974.0
144,1,94.0,0.0,1553678988.0
145,1,94.0,0.0,1553679000.0
146,1,94.0,0.0,1553679013.0
147,1,94.0,0.0,1553679026.0
148,1,94.0,0.0,1553679040.0
149,0,67.0,0.0,1553679054.0
150,0,67.0,0.0,1553679065.0
151,0,67.0,0.0,1553679078.0
152,0,67.0,0.0,1553679090.0
153,0,67.0,0.0,1553679104.0
154,0,67.0,0.0,1553679117.0
155,0,67.0,0.0,1553679129.0
156,0,67.0,0.0,1553679143.0
157,0,67.0,0.0,1553679155.0
158,0,67.0,0.0,1553679169.0
159,0,67.0,0.0,1553679183.0
160,0,63.0,0.0,1553679196.0
161,0,63.0,0.0,1553679209.0
162,0,63.0,0.0,1553679222.0
163,0,58.0,0.0,1553679234.0
164,0,58.0,0.0,1553679247.0
165,0,58.0,0.0,1553679260.0
166,0,58.0,0.0,1553679273.0
167,0,58.0,0.0,1553679285.0
168,0,58.0,0.0,1553679299.0
169,0,71.0,0.0,1553679312.0
170,0,71.0,0.0,1553679324.0
171,0,71.0,0.0,1553679337.0
172,0,71.0,0.0,1553679350.0
173,0,64.0,0.0,1553679363.0
174,0,64.0,0.0,1553679377.0
175,0,64.0,0.0,1553679390.0
176,0,64.0,0.0,1553679403.0
177,0,64.0,0.0,1553679415.0
178,0,55.0,0.0,1553679427.0
179,0,55.0,0.0,1553679440.0
180,0,55.0,0.0,1553679453.0
181,0,55.0,0.0,1553679467.0
182,0,55.0,0.0,1553679477.0
183,0,76.0,0.0,1553679488.0
184,0,76.0,0.0,1553679499.0
185,0,76.0,0.0,1553679512.0
186,0,76.0,0.0,1553679525.0
187,0,76.0,0.0,1553679535.0
188,0,76.0,0.0,1553679547.0
189,0,76.0,0.0,1553679560.0
190,0,63.0,0.0,1553679571.0
191,0,63.0,0.0,1553679583.0
192,0,63.0,0.0,1553679597.0
193,0,63.0,0.0,1553679609.0
194,0,63.0,0.0,1553679622.0
195,0,63.0,0.0,1553679635.0
196,1,89.0,0.0,1553679645.0
197,1,89.0,0.0,1553679655.0
198,1,89.0,0.0,1553679668.0
199,1,89.0,0.0,1553679679.0
200,1,89.0,0.0,1553679692.0
201,1,89.0,23.0,1553679705.0
202,1,89.0,0.0,1553679718.0
203,1,89.0,0.0,1553679730.0
204,1,89.0,0.0,1553679743.0
205,1,89.0,0.0,1553679756.0
206,1,89.0,0.0,1553679769.0
207,1,89.0,0.0,1553679782.0
208,1,89.0,0.0,1553679795.0
209,1,89.0,0.0,1553679808.0
210,1,89.0,0.0,1553679821.0
211,1,89.0,0.0,1553679835.0
212,0,66.0,0.0,1553679847.0
213,0,66.0,0.0,1553679860.0
214,0,66.0,0.0,1553679872.0
215,0,66.0,0.0,1553679885.0
216,0,66.0,0.0,1553679895.0
217,0,66.0,0.0,1553679906.0
218,0,66.0,0.0,1553679918.0
219,0,66.0,0.0,1553679930.0
220,0,66.0,0.0,1553679943.0
221,0,66.0,0.0,1553679954.0
222,0,66.0,0.0,1553679966.0
223,0,66.0,0.0,1553679979.0
224,0,66.0,0.0,1553679992.0
225,0,66.0,0.0,1553680005.0
226,0,66.0,0.0,1553680018.0
227,0,66.0,0.0,1553680031.0
228,0,66.0,27.0,1553680043.0
229,0,66.0,0.0,1553680057.0
230,0,66.0,0.0,1553680069.0
231,0,66.0,0.0,1553680082.0
232,0,75.0,0.0,1553680096.0
233,0,75.0,0.0,1553680109.0
234,0,75.0,0.0,1553680119.0
235,0,75.0,0.0,1553680129.0
236,0,75.0,0.0,1553680142.0
237,0,75.0,0.0,1553680154.0
238,0,75.0,0.0,1553680167.0
239,0,75.0,0.0,1553680179.0
240,0,75.0,0.0,1553680192.0
241,1,123.0,0.0,1553680203.0
242,1,123.0,0.0,1553680215.0
243,0,81.0,0.0,1553680226.0
244,0,81.0,0.0,1553680237.0
245,0,81.0,0.0,1553680249.0
246,0,81.0,0.0,1553680262.0
247,0,81.0,0.0,1553680274.0
248,0,81.0,0.0,1553680287.0
249,0,81.0,0.0,1553680300.0
250,0,81.0,0.0,1553680312.0
251,0,81.0,0.0,1553680326.0
252,0,81.0,0.0,1553680336.0
253,0,81.0,0.0,1553680348.0
254,0,81.0,0.0,1553680361.0
255,0,79.0,0.0,1553680373.0
256,0,79.0,0.0,1553680386.0
257,0,79.0,0.0,1553680399.0
258,0,79.0,0.0,1553680412.0
259,0,79.0,0.0,1553680425.0
260,0,79.0,0.0,1553680438.0
261,0,79.0,0.0,1553680450.0
262,0,79.0,0.0,1553680462.0
263,0,60.0,0.0,1553680472.0
264,0,60.0,0.0,1553680485.0
265,0,60.0,0.0,1553680499.0
266,0,60.0,0.0,1553680511.0
267,0,60.0,0.0,1553680522.0
268,0,60.0,0.0,1553680532.0
269,0,60.0,0.0,1553680542.0
270,0,60.0,0.0,1553680552.0
271,0,60.0,0.0,1553680562.0
272,0,60.0,0.0,1553680572.0
273,0,69.0,0.0,1553680582.0
274,0,69.0,0.0,1553680592.0
275,0,69.0,0.0,1553680602.0
276,0,69.0,0.0,1553680612.0
277,0,69.0,0.0,1553680622.0
278,0,69.0,0.0,1553680632.0
279,0,69.0,0.0,1553680642.0
280,0,75.0,0.0,1553680652.0
281,0,75.0,0.0,1553680662.0
282,0,75.0,0.0,1553680672.0
283,0,75.0,0.0,1553680682.0
284,0,75.0,0.0,1553680692.0
285,0,75.0,0.0,1553680702.0
286,0,69.0,0.0,1553680712.0
287,0,69.0,0.0,1553680722.0
288,0,69.0,0.0,1553680732.0
289,0,69.0,0.0,1553680742.0
290,0,69.0,0.0,1553680752.0
291,0,69.0,0.0,1553680762.0
292,0,69.0,0.0,1553680772.0
293,0,69.0,0.0,1553680782.0
294,0,69.0,0.0,1553680792.0
295,0,69.0,0.0,1553680803.0
296,0,69.0,0.0,1553680813.0
297,0,69.0,0.0,1553680823.0
298,0,67.0,0.0,1553680833.0
299,0,67.0,0.0,1553680843.0
300,0,67.0,0.0,1553680853.0
301,0,67.0,22.0,1553680863.0
302,0,67.0,8.0,1553680873.0
303,0,67.0,0.0,1553680883.0
304,0,67.0,0.0,1553680893.0
305,0,67.0,0.0,1553680903.0
306,0,67.0,0.0,1553680913.0
307,0,67.0,0.0,1553680923.0
308,0,67.0,0.0,1553680933.0
309,0,67.0,0.0,1553680943.0
310,0,67.0,0.0,1553680953.0
311,0,67.0,0.0,1553681466.0
312,0,67.0,0.0,1553681476.0
313,0,67.0,0.0,1553681489.0
314,0,67.0,0.0,1553681502.0
315,0,67.0,0.0,1553681514.0
316,0,67.0,0.0,1553681526.0
317,0,67.0,0.0,1553681540.0
318,0,67.0,0.0,1553681552.0
319,0,67.0,0.0,1553681566.0
320,0,67.0,0.0,1553681579.0
321,0,67.0,0.0,1553681592.0
322,0,67.0,0.0,1553681606.0
323,0,67.0,0.0,1553681619.0
324,0,67.0,0.0,1553681631.0
325,0,67.0,0.0,1553681643.0
326,0,67.0,0.0,1553681655.0
327,0,67.0,0.0,1553681666.0
328,0,67.0,0.0,1553681678.0
329,0,67.0,0.0,1553681690.0
330,0,67.0,0.0,1553681702.0
331,0,67.0,0.0,1553681715.0
332,0,67.0,0.0,1553681727.0
333,0,67.0,0.0,1553681740.0
334,0,67.0,0.0,1553681751.0
335,0,67.0,0.0,1553681765.0
336,0,67.0,0.0,1553681777.0
337,0,67.0,0.0,1553681790.0
338,0,67.0,0.0,1553681803.0
339,0,67.0,0.0,1553681814.0
340,0,67.0,0.0,1553681827.0
341,0,67.0,0.0,1553681840.0
342,0,67.0,0.0,1553681852.0
343,0,67.0,0.0,1553681865.0
344,0,67.0,0.0,1553681875.0
345,0,67.0,0.0,1553681885.0
346,0,67.0,0.0,1553681895.0
347,0,67.0,0.0,1553681905.0
348,0,67.0,0.0,1553681915.0
349,0,67.0,0.0,1553681925.0
350,0,67.0,0.0,1553681935.0
351,0,67.0,0.0,1553681945.0
352,0,67.0,0.0,1553681955.0
353,0,67.0,0.0,1553681965.0
354,0,67.0,0.0,1553681975.0
355,0,67.0,0.0,1553681985.0
356,0,67.0,0.0,1553681995.0
357,0,67.0,0.0,1553682005.0
358,0,67.0,0.0,1553682015.0
359,0,67.0,0.0,1553682025.0
360,0,67.0,0.0,1553682035.0
361,0,67.0,0.0,1553682046.0
362,0,67.0,0.0,1553682056.0
363,0,67.0,0.0,1553682066.0
364,0,67.0,0.0,1553682076.0
365,0,67.0,0.0,1553682086.0
366,0,67.0,0.0,1553682096.0
367,0,67.0,0.0,1553682106.0
368,0,67.0,0.0,1553682116.0
369,0,67.0,0.0,1553682126.0
370,0,67.0,0.0,1553682136.0
371,0,67.0,0.0,1553682146.0
372,0,67.0,0.0,1553682156.0
373,0,67.0,0.0,1553682166.0
374,0,67.0,0.0,1553682176.0
375,0,67.0,0.0,1553682186.0
376,0,67.0,0.0,1553682196.0
377,0,67.0,0.0,1553682206.0
378,0,67.0,0.0,1553682216.0
379,0,67.0,0.0,1553682226.0
380,0,67.0,0.0,1553682236.0
381,0,67.0,0.0,1553682246.0
382,0,67.0,0.0,1553682256.0
383,0,67.0,0.0,1553682266.0
384,0,67.0,0.0,1553682276.0
385,0,67.0,0.0,1553682286.0
386,0,67.0,0.0,1553682296.0
387,0,67.0,0.0,1553682306.0
388,0,67.0,0.0,1553682316.0
389,0,67.0,0.0,1553682326.0
390,0,67.0,0.0,1553682336.0
391,0,67.0,0.0,1553682346.0
392,0,67.0,0.0,1553682356.0
393,0,67.0,0.0,1553682366.0
394,0,67.0,0.0,1553682376.0
395,0,67.0,0.0,1553682386.0
396,0,67.0,0.0,1553682396.0
397,0,67.0,0.0,1553682406.0
398,0,67.0,0.0,1553682416.0
399,0,67.0,0.0,1553682426.0
400,0,67.0,0.0,1553682436.0
401,0,67.0,0.0,1553682446.0
402,0,67.0,0.0,1553682456.0
403,0,67.0,0.0,1553682466.0
404,0,67.0,0.0,1553682476.0
405,0,67.0,0.0,1553682486.0
406,0,67.0,0.0,1553682496.0
407,0,67.0,0.0,1553682506.0
408,0,67.0,0.0,1553682516.0
409,0,67.0,0.0,1553682527.0
410,0,67.0,0.0,1553682537.0
411,0,67.0,0.0,1553682547.0
412,0,67.0,0.0,1553682557.0
413,0,67.0,0.0,1553682567.0
414,0,67.0,0.0,1553682577.0
415,0,67.0,0.0,1553682587.0
416,0,67.0,0.0,1553682597.0
417,0,67.0,0.0,1553682607.0
418,0,67.0,0.0,1553682617.0
419,0,67.0,0.0,1553682627.0
420,0,67.0,0.0,1553682637.0
421,0,67.0,0.0,1553682647.0
422,0,67.0,0.0,1553682657.0
423,0,67.0,0.0,1553682667.0
424,0,67.0,0.0,1553682677.0
425,0,67.0,0.0,1553682687.0
426,0,67.0,0.0,1553682697.0
427,0,67.0,0.0,1553682707.0
428,0,67.0,0.0,1553682717.0
429,0,67.0,0.0,1553682727.0
430,0,67.0,0.0,1553682737.0
431,0,67.0,0.0,1553682747.0
432,0,67.0,0.0,1553682757.0
433,0,67.0,0.0,1553682767.0
434,0,67.0,0.0,1553682777.0
435,0,67.0,0.0,1553682787.0
436,0,67.0,0.0,1553682797.0
437,0,67.0,0.0,1553682807.0
438,0,67.0,0.0,1553682817.0
439,0,67.0,0.0,1553682827.0
440,0,67.0,0.0,1553682837.0
441,0,67.0,0.0,1553682847.0
442,0,67.0,0.0,1553682857.0
443,0,67.0,0.0,1553682867.0
444,0,67.0,0.0,1553682877.0
445,0,67.0,0.0,1553682887.0
446,0,67.0,0.0,1553682897.0
447,0,67.0,0.0,1553682907.0
448,0,67.0,0.0,1553682917.0
449,0,67.0,0.0,1553682927.0
450,0,67.0,0.0,1553682937.0
451,0,67.0,0.0,1553682947.0
452,0,67.0,0.0,1553682957.0
453,0,67.0,0.0,1553682967.0
454,0,67.0,0.0,1553682977.0
455,0,67.0,0.0,1553682987.0
456,0,67.0,0.0,1553682997.0
457,0,67.0,0.0,1553683007.0
458,0,67.0,0.0,1553683017.0
459,0,67.0,0.0,1553683028.0
460,0,67.0,0.0,1553683038.0
461,0,67.0,0.0,1553683048.0
462,0,67.0,0.0,1553683058.0
463,0,67.0,0.0,1553683068.0
464,0,67.0,0.0,1553683078.0
465,0,67.0,0.0,1553683088.0
466,0,67.0,0.0,1553683098.0
467,0,67.0,0.0,1553683108.0
468,0,67.0,0.0,1553683118.0
469,0,67.0,0.0,1553683128.0
470,0,67.0,0.0,1553683138.0
471,0,67.0,0.0,1553683148.0
472,0,67.0,0.0,1553683158.0
473,0,67.0,0.0,1553683168.0
474,0,67.0,0.0,1553683178.0
475,0,67.0,0.0,1553683188.0
476,0,67.0,0.0,1553683198.0
477,0,67.0,0.0,1553683208.0
478,0,67.0,0.0,1553683218.0
479,0,67.0,0.0,1553683228.0
480,0,67.0,0.0,1553683238.0
481,0,67.0,0.0,1553683248.0
482,0,67.0,0.0,1553683258.0
483,0,67.0,0.0,1553683268.0
484,0,67.0,0.0,1553683278.0
485,0,67.0,0.0,1553683288.0
486,0,67.0,0.0,1553683298.0
487,0,67.0,0.0,1553683308.0
488,0,67.0,0.0,1553683318.0
489,0,67.0,0.0,1553683328.0
490,0,67.0,0.0,1553683338.0
491,0,67.0,0.0,1553683348.0
492,0,67.0,0.0,1553683358.0
493,0,67.0,0.0,1553683368.0
494,0,67.0,0.0,1553683378.0
495,0,67.0,0.0,1553683388.0
496,0,67.0,0.0,1553683398.0
497,0,67.0,0.0,1553683408.0
498,0,67.0,0.0,1553683418.0
499,0,67.0,0.0,1553683428.0
500,0,67.0,0.0,1553683438.0
501,0,67.0,0.0,1553683448.0
502,0,67.0,0.0,1553683458.0
503,0,67.0,0.0,1553683468.0
504,0,67.0,0.0,1553683478.0
505,0,67.0,0.0,1553683488.0
506,0,67.0,0.0,1553683499.0
507,0,67.0,0.0,1553683509.0
508,0,67.0,0.0,1553683519.0
509,0,67.0,0.0,1553683529.0
510,0,67.0,0.0,1553683539.0
511,0,67.0,0.0,1553683549.0
512,0,67.0,0.0,1553683559.0
513,0,67.0,0.0,1553683569.0
514,0,67.0,0.0,1553683579.0
515,0,67.0,0.0,1553683589.0
516,0,67.0,0.0,1553683599.0
517,0,67.0,0.0,1553683609.0
518,0,67.0,0.0,1553683619.0
519,0,67.0,0.0,1553683629.0
520,0,67.0,0.0,1553683639.0
521,0,67.0,0.0,1553683649.0
522,0,67.0,0.0,1553683659.0
523,0,67.0,0.0,1553683669.0
524,0,67.0,0.0,1553683679.0
525,0,67.0,0.0,1553683689.0
526,0,67.0,0.0,1553683699.0
527,0,67.0,0.0,1553683709.0
528,0,67.0,0.0,1553683719.0
529,0,67.0,0.0,1553683729.0
530,0,67.0,0.0,1553683739.0
531,0,67.0,0.0,1553683749.0
532,0,67.0,0.0,1553683759.0
533,0,67.0,0.0,1553683769.0
534,0,67.0,0.0,1553683779.0
535,0,67.0,0.0,1553683789.0
536,0,67.0,0.0,1553683799.0
537,0,67.0,0.0,1553683809.0
538,0,67.0,0.0,1553683819.0
539,0,67.0,0.0,1553683829.0
540,0,67.0,0.0,1553683839.0
541,0,67.0,0.0,1553683849.0
542,0,67.0,0.0,1553683859.0
543,0,67.0,0.0,1553683869.0
544,0,67.0,0.0,1553683879.0
545,0,67.0,0.0,1553683889.0
546,0,67.0,0.0,1553683899.0
547,0,67.0,0.0,1553683909.0
548,0,67.0,0.0,1553683919.0
549,0,67.0,0.0,1553683929.0
550,0,67.0,0.0,1553683939.0
551,0,67.0,0.0,1553683949.0
552,0,67.0,0.0,1553683959.0
553,0,67.0,0.0,1553683969.0
554,0,67.0,0.0,1553683980.0
555,0,67.0,0.0,1553683990.0
556,0,67.0,0.0,1553684000.0
557,0,67.0,0.0,1553684010.0
558,0,67.0,0.0,1553684020.0
559,0,67.0,0.0,1553684030.0
560,0,67.0,0.0,1553684040.0
561,0,67.0,0.0,1553684050.0
562,0,67.0,0.0,1553684060.0
563,0,67.0,0.0,1553684070.0
564,0,67.0,0.0,1553684080.0
565,0,67.0,0.0,1553684090.0
566,0,67.0,0.0,1553684100.0
567,0,67.0,0.0,1553684110.0
568,0,67.0,0.0,1553684120.0
569,0,67.0,0.0,1553684130.0
570,0,67.0,0.0,1553684140.0
571,0,67.0,0.0,1553684150.0
572,0,67.0,0.0,1553684160.0
573,0,67.0,0.0,1553684170.0
574,0,67.0,0.0,1553684180.0
575,0,67.0,0.0,1553684190.0
576,0,67.0,0.0,1553684200.0
577,0,67.0,0.0,1553684210.0
578,0,67.0,0.0,1553684220.0
579,0,67.0,0.0,1553684230.0
580,0,67.0,0.0,1553684240.0
581,0,67.0,0.0,1553684250.0
582,0,67.0,0.0,1553684260.0
583,0,67.0,0.0,1553684270.0
584,0,67.0,0.0,1553684280.0
585,0,67.0,0.0,1553684290.0
586,0,67.0,0.0,1553684300.0
587,0,67.0,0.0,1553684310.0
588,0,67.0,0.0,1553684320.0
589,0,67.0,0.0,1553684330.0
590,0,67.0,0.0,1553684340.0
591,0,67.0,0.0,1553684350.0
592,0,67.0,0.0,1553684360.0
593,0,67.0,0.0,1553684370.0
594,0,67.0,0.0,1553684380.0
595,0,67.0,0.0,1553684390.0
596,0,67.0,0.0,1553684400.0
597,0,67.0,0.0,1553684410.0
598,0,67.0,0.0,1553684420.0
599,0,67.0,0.0,1553684430.0
600,0,67.0,0.0,1553684440.0
601,0,67.0,0.0,1553684450.0
602,0,67.0,0.0,1553684460.0
603,0,67.0,0.0,1553684471.0
604,0,67.0,0.0,1553684481.0
605,0,67.0,0.0,1553684491.0
606,0,67.0,0.0,1553684501.0
607,0,67.0,0.0,1553684511.0
608,0,67.0,0.0,1553684521.0
609,0,67.0,0.0,1553684531.0
610,0,67.0,0.0,1553684541.0
611,0,67.0,0.0,1553684551.0
612,0,67.0,0.0,1553684561.0
613,0,67.0,0.0,1553684571.0
614,0,67.0,0.0,1553684581.0
615,0,67.0,0.0,1553684591.0
616,0,67.0,0.0,1553684601.0
617,0,67.0,0.0,1553684611.0
618,0,67.0,0.0,1553684621.0
619,0,67.0,0.0,1553684631.0
620,0,67.0,0.0,1553684641.0
621,0,67.0,0.0,1553684651.0
622,0,67.0,0.0,1553684661.0
623,0,67.0,0.0,1553684671.0
624,0,67.0,0.0,1553684681.0
625,0,67.0,0.0,1553684691.0
626,0,67.0,0.0,1553684701.0
627,0,67.0,0.0,1553684711.0
628,0,67.0,0.0,1553684721.0
629,0,67.0,0.0,1553684731.0
630,0,67.0,0.0,1553684741.0
631,0,67.0,0.0,1553684751.0
632,0,67.0,0.0,1553684761.0
633,0,67.0,0.0,1553684771.0
634,0,67.0,0.0,1553684781.0
635,0,67.0,0.0,1553684791.0
636,0,67.0,0.0,1553684801.0
637,0,67.0,0.0,1553684811.0
638,0,67.0,0.0,1553684821.0
639,0,67.0,0.0,1553684831.0
640,0,67.0,0.0,1553684841.0
641,0,67.0,0.0,1553684851.0
642,0,67.0,0.0,1553684861.0
643,0,67.0,0.0,1553684871.0
644,0,67.0,0.0,1553684881.0
645,0,67.0,0.0,1553684891.0
646,0,67.0,0.0,1553684901.0
647,0,67.0,0.0,1553684911.0
648,0,67.0,0.0,1553684921.0
649,0,67.0,0.0,1553684932.0
650,0,67.0,0.0,1553684942.0
651,0,67.0,0.0,1553684952.0
652,0,67.0,0.0,1553684962.0
653,0,67.0,0.0,1553684972.0
654,0,67.0,0.0,1553684982.0
655,0,67.0,0.0,1553684992.0
656,0,67.0,0.0,1553685002.0
657,0,67.0,0.0,1553685012.0
658,0,67.0,0.0,1553685022.0
659,0,67.0,0.0,1553685032.0
660,0,67.0,0.0,1553685042.0
661,0,67.0,0.0,1553685052.0
662,0,67.0,0.0,1553685062.0
663,0,67.0,0.0,1553685072.0
664,0,67.0,0.0,1553685082.0
665,0,67.0,0.0,1553685092.0
666,0,67.0,0.0,1553685102.0
667,0,67.0,0.0,1553685112.0
668,0,67.0,0.0,1553685122.0
669,0,67.0,0.0,1553685132.0
670,0,67.0,0.0,1553685142.0
671,0,67.0,0.0,1553685152.0
672,0,67.0,0.0,1553685162.0
673,0,67.0,0.0,1553685172.0
674,0,67.0,0.0,1553685182.0
675,0,67.0,0.0,1553685192.0
676,0,67.0,0.0,1553685202.0
677,0,67.0,0.0,1553685212.0
678,0,67.0,0.0,1553685222.0
679,0,67.0,0.0,1553685232.0
680,0,67.0,0.0,1553685242.0
681,0,67.0,0.0,1553685252.0
682,0,67.0,0.0,1553685262.0
683,0,67.0,0.0,1553685272.0
684,0,67.0,0.0,1553685282.0
685,0,67.0,0.0,1553685292.0
686,0,67.0,0.0,1553685302.0
687,0,67.0,0.0,1553685312.0
688,0,67.0,0.0,1553685322.0
689,0,67.0,0.0,1553685332.0
690,0,67.0,0.0,1553685342.0
691,0,67.0,0.0,1553685352.0
692,0,67.0,0.0,1553685362.0
693,0,67.0,0.0,1553685372.0
694,0,67.0,0.0,1553685382.0
695,0,67.0,0.0,1553685392.0
696,0,67.0,0.0,1553685402.0
697,0,67.0,0.0,1553685412.0
698,0,67.0,0.0,1553685423.0
699,0,67.0,0.0,1553685433.0
700,0,67.0,0.0,1553685443.0
701,0,67.0,0.0,1553685453.0
702,0,67.0,0.0,1553685463.0
703,0,67.0,0.0,1553685473.0
704,0,67.0,0.0,1553685483.0
705,0,67.0,0.0,1553685493.0
706,0,67.0,0.0,1553685503.0
707,0,67.0,0.0,1553685513.0
708,0,67.0,0.0,1553685523.0
709,0,67.0,0.0,1553685533.0
710,0,67.0,0.0,1553685543.0
711,0,67.0,0.0,1553685553.0
712,0,67.0,0.0,1553685563.0
713,0,67.0,0.0,1553685573.0
714,0,67.0,0.0,1553685583.0
715,0,67.0,0.0,1553685593.0
716,0,67.0,0.0,1553685603.0
717,0,67.0,0.0,1553685613.0
718,0,67.0,0.0,1553685623.0
719,0,67.0,0.0,1553685633.0
720,0,67.0,0.0,1553685643.0
721,0,67.0,0.0,1553685653.0
722,0,67.0,0.0,1553685663.0
723,0,67.0,0.0,1553685673.0
724,0,67.0,0.0,1553685683.0
725,0,67.0,0.0,1553685693.0
726,0,67.0,0.0,1553685703.0
727,0,67.0,0.0,1553685713.0
728,0,67.0,0.0,1553685723.0
729,0,67.0,0.0,1553685733.0
730,0,67.0,0.0,1553685743.0
731,0,67.0,0.0,1553685753.0
732,0,67.0,0.0,1553685763.0
733,0,67.0,0.0,1553685773.0
734,0,67.0,0.0,1553685783.0
735,0,67.0,0.0,1553685793.0
736,0,67.0,0.0,1553685803.0
737,0,67.0,0.0,1553685813.0
738,0,67.0,0.0,1553685823.0
