Date,Value
2018-01-31,4.0832993058391
2018-02-28,2.8733660130719
2018-03-31,3.6530442035029
2018-04-30,2.4396194193706
2018-05-31,3.5727045373348
2018-06-30,3.274505896925
2018-07-31,3.4494653328734
2018-08-31,3.9803921568627
2018-09-30,3.2846441947566
2018-10-31,3.5431866060539
2018-11-30,3.0310380055711
2018-12-31,2.710027100271
2019-01-31,3.258064516129
